taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
1541245	Eristalis jugorum Egger, 1858	11111454	Eoseristalis jugorum (Egger, 1858)	3	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Syrphidae	6920	Eoseristalis	1539320	Eoseristalis jugorum	11111454	NE
1862837	Hyles gallii von Rottemburg, 1775	1862837	Hyles gallii von Rottemburg, 1775	14	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Sphingidae	8868	Hyles	1862681	Hyles gallii	1862837	NE
2532379	Clitocybe flaccida (Sowerby) P.Kumm.	7978027	Paralepista flaccida (Sowerby) Vizzini	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Tricholomataceae	8787	Paralepista	7242367	Paralepista flaccida	7978027	NE
2703252	Sieglingia decumbens (L.) Bernh.	2703250	Danthonia decumbens (L.) DC.	7	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Danthonia	2703248	Danthonia decumbens	2703250	NE
2768817	Asparagus tenuifolius Lam.	2768817	Asparagus tenuifolius Lam.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Asparagus	9527393	Asparagus tenuifolius	2768817	LC
2888292	Pyrola media Sw.	2888292	Pyrola media Sw.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Pyrola	2888249	Pyrola media	2888292	NE
3036033	Hedera colchica (K.Koch) K.Koch	3036033	Hedera colchica (K.Koch) K.Koch	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Araliaceae	8800	Hedera	3036021	Hedera colchica	3036033	NE
3128652	Centaurea sarandinakiae N.B.Illar.	3128652	Centaurea sarandinakiae N.B.Illar.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Centaurea	3127469	Centaurea sarandinakiae	3128652	NE
3169707	Vinca minor L.	3169707	Vinca minor L.	270	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Vinca	3169706	Vinca minor	3169707	NE
3810727	Dianthus membranaceus Borbás	3810727	Dianthus membranaceus Borbás	15	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Dianthus	3085411	Dianthus membranaceus	3810727	NE
4107443	Elymus panormitanus (Parl.) Tzvelev	4107443	Elymus panormitanus (Parl.) Tzvelev	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Elymus	10465436	Elymus panormitanus	4107443	NE
4522970	Boudinotiana notha (Hübner, 1803)	8329661	Archiearis notha (Hübner)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Archiearis	1975729	Archiearis notha	8329661	NE
5126680	Anania verbascalis (Denis & Schiffermüller), 1775	5126680	Anania verbascalis (Denis & Schiffermüller), 1775	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Crambidae	8841	Anania	7739898	Anania verbascalis	5126680	NE
5319049	Epipactis leptochila (Godfery) Godfery	5319049	Epipactis leptochila (Godfery) Godfery	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Epipactis	8254469	Epipactis leptochila	5319049	LC
5330629	Arum elongatum Steven	5330607	Arum orientale subsp. orientale	60	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Arum	2869757	Arum orientale	5330604	NE
5372457	Paliurus spina-christi Mill.	5372457	Paliurus spina-christi Mill.	106	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rhamnaceae	2407	Paliurus	3039502	Paliurus spina-christi	5372457	NE
5393120	Arctium ×mixtum (Simonk.) Nyman	5393120	Arctium ×mixtum (Simonk.) Nyman	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Arctium	8106066	Arctium mixtum	5393120	NE
5406789	Alcea rosea L.	5406789	Alcea rosea L.	41	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Alcea	5406788	Alcea rosea	5406789	NE
5588222	Silene eugeniae Kleopow	5588222	Silene eugeniae Kleopow	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Silene	3085897	Silene eugeniae	5588222	NE
5978458	Panzeria puparum (Fabricius, 1794)	5978458	Panzeria puparum (Fabricius, 1794)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Tachinidae	6918	Panzeria	1471955	Panzeria puparum	5978458	NE
6097094	Dolerus germanicus (Fabricius, 1775)	6097094	Dolerus germanicus (Fabricius, 1775)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Tenthredinidae	7918	Dolerus	7657055	Dolerus germanicus	6097094	NE
7845022	Gymnadenia conopsea (L.) R.Br.	7845022	Gymnadenia conopsea (L.) R.Br.	41	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Gymnadenia	7771219	Gymnadenia conopsea	7845022	NE
8385026	Osmoderma barnabita Motschulsky, 1845	8385026	Osmoderma barnabita Motschulsky, 1845	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Scarabaeidae	5840	Osmoderma	1079587	Osmoderma barnabita	8385026	NT
10683986	Sambucus nigra f. laciniata (West.) Schwer	10683986	Sambucus nigra f. laciniata (West.) Schwer	1	FORM	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Dipsacales	946	Viburnaceae	4924416	Sambucus	2888721	Sambucus nigra	2888728	
10711729	Pseudopodospermum strictum (Hornem.) Zaika, Sukhor & N.Kilian	10711729	Pseudopodospermum strictum (Hornem.) Zaika, Sukhor & N.Kilian	10	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Pseudopodospermum	6444008	Pseudopodospermum strictum	10711729	NE
1740482	Adoxophyes orana (Fischer von Röslerstamm, 1834)	1740482	Adoxophyes orana (Fischer von Röslerstamm, 1834)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Tortricidae	5343	Adoxophyes	1740434	Adoxophyes orana	1740482	NE
1988593	Colostygia pectinataria (Knoch, 1781)	1988593	Colostygia pectinataria (Knoch, 1781)	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Colostygia	1988533	Colostygia pectinataria	1988593	NE
4286327	Gasterosteus aculeatus Linnaeus, 1758	4286327	Gasterosteus aculeatus Linnaeus, 1758	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Gasterosteiformes	550	Gasterosteidae	7666	Gasterosteus	2333602	Gasterosteus aculeatus	4286327	LC
5113847	Aedia funesta Esper	5113847	Aedia funesta Esper	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Aedia	8782295	Aedia funesta	5113847	NE
5143048	Tethea ocularis Linnaeus, 1767	5143048	Tethea ocularis Linnaeus, 1767	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Drepanidae	7294	Tethea	1952300	Tethea ocularis	5143048	NE
5229165	Aegypius monachus (Linnaeus, 1766)	5229165	Aegypius monachus (Linnaeus, 1766)	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Aegypius	2480441	Aegypius monachus	5229165	NT
5231233	Oenanthe pleschanka (Lepechin, 1770)	5231233	Oenanthe pleschanka (Lepechin, 1770)	17	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Oenanthe	2492483	Oenanthe pleschanka	5231233	LC
5359067	Trifolium pannonicum Jacq.	5359067	Trifolium pannonicum Jacq.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Trifolium	2973363	Trifolium pannonicum	5359067	NE
6097944	Choerades gilvus (Linnaeus, 1758)	9539217	Laphria gilva (Linnaeus, 1758)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Asilidae	7275	Laphria	1611606	Laphria gilva	9539217	NE
7616873	Scleranthus annuus subsp. polycarpos (L.) Bonnier & Layens	7616873	Scleranthus annuus subsp. polycarpos (L.) Bonnier & Layens	5	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Scleranthus	3085893	Scleranthus annuus	3085894	
8168319	Amanita muscaria (L.) Lam.	8168319	Amanita muscaria (L.) Lam.	94	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita muscaria	8168319	NE
8562027	Leccinum duriusculum (Schulzer ex Kalchbr.) Singer	8562027	Leccinum duriusculum (Schulzer ex Kalchbr.) Singer	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Leccinum	2520104	Leccinum duriusculum	8562027	NE
8578138	Rhinocoris annulatus (Linnaeus, 1758)	4486932	Rhynocoris annulatus (Linnaeus, 1758)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Reduviidae	4324	Rhynocoris	2008594	Rhynocoris annulatus	4486932	NE
1541217	Eristalis tenax (Linnaeus, 1758)	1541217	Eristalis tenax (Linnaeus, 1758)	118	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Syrphidae	6920	Eristalis	1491190	Eristalis tenax	1541217	NE
1554086	Phytoliriomyza melampyga (Loew, 1869)	1554086	Phytoliriomyza melampyga (Loew, 1869)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Agromyzidae	3329	Phytoliriomyza	1553975	Phytoliriomyza melampyga	1554086	NE
1669519	Hemipenthes morio (Linnaeus, 1758)	1669519	Hemipenthes morio (Linnaeus, 1758)	49	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Bombyliidae	7285	Hemipenthes	1669417	Hemipenthes morio	1669519	NE
1699951	Glyptobothrus Chopard, 1951	1699951	Glyptobothrus Chopard, 1951	2	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Insecta	216	Orthoptera	1458	Acrididae	9394	Glyptobothrus	1699951			
1905383	Issoria lathonia (Linnaeus, 1758)	1905383	Issoria lathonia (Linnaeus, 1758)	84	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Issoria	1905339	Issoria lathonia	1905383	NE
1964191	Catarhoe rubidata (Denis & Schiffermüller), 1775	1964191	Catarhoe rubidata (Denis & Schiffermüller), 1775	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Catarhoe	1964175	Catarhoe rubidata	1964191	NE
2078821	Piezodorus lituratus (Fabricius, 1794)	2078821	Piezodorus lituratus (Fabricius, 1794)	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Pentatomidae	9650	Piezodorus	2078820	Piezodorus lituratus	2078821	NE
2739870	Colchicum triphyllum Kunze	2739870	Colchicum triphyllum Kunze	12	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Liliales	1172	Colchicaceae	7697	Colchicum	2739608	Colchicum triphyllum	2739870	NE
2927744	Phlox paniculata L.	2927744	Phlox paniculata L.	9	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Polemoniaceae	6648	Phlox	2927698	Phlox paniculata	2927744	NE
4142335	Achnatherum bromoides (L.) P.Beauv.	4142335	Achnatherum bromoides (L.) P.Beauv.	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Achnatherum	2703376	Achnatherum bromoides	4142335	NE
4458510	Oedemera femorata (Scopoli, 1763)	4458510	Oedemera femorata (Scopoli, 1763)	22	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Oedemeridae	4749	Oedemera	9115310	Oedemera femorata	4458510	NE
5334439	Polygonum patulum M.Bieb.	5334439	Polygonum patulum M.Bieb.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Polygonaceae	2416	Polygonum	2889077	Polygonum patulum	5334439	NE
5365496	Potentilla aurea L.	5365496	Potentilla aurea L.	16	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Potentilla	8079058	Potentilla aurea	5365496	NE
7510173	Mentha longifolia (L.) L.	7510173	Mentha longifolia (L.) L.	103	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Mentha	2927173	Mentha longifolia	7510173	LC
7811704	Pterostichus melas (Creutzer, 1799)	7811704	Pterostichus melas (Creutzer, 1799)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Carabidae	3792	Pterostichus	7367006	Pterostichus melas	7811704	NE
7908903	Viscum album subsp. abietis (Beck) K.Malý	7908903	Viscum album subsp. abietis (Beck) K.Malý	1	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Santalales	934	Viscaceae	2399	Viscum	2889827	Viscum album	2889828	
7922025	Helianthemum stevenii Rupr. ex Juz. & Pozdeeva	7922025	Helianthemum stevenii Rupr. ex Juz. & Pozdeeva	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Cistaceae	6635	Helianthemum	2874068	Helianthemum stevenii	7922025	NE
8054788	Anaglyptus mysticus (Linnaeus, 1758)	8054788	Anaglyptus mysticus (Linnaeus, 1758)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Cerambycidae	5602	Anaglyptus	1160390	Anaglyptus mysticus	8054788	NE
8583922	Stenurella melanura (Linnaeus, 1758)	8583922	Stenurella melanura (Linnaeus, 1758)	26	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Cerambycidae	5602	Stenurella	1149489	Stenurella melanura	8583922	NE
8838812	Carabus linnei linnei	8838812	Carabus linnei linnei	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Carabidae	3792	Carabus	1036775	Carabus linnei	7625238	
9471734	Colobopsis truncata (Spinola, 1808)	1313954	Camponotus truncatus (Spinola, 1808)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus truncatus	1313954	NE
1035167	Amara lunicollis Schiödte, 1837	1035167	Amara lunicollis Schiödte, 1837	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Carabidae	3792	Amara	8169866	Amara lunicollis	1035167	NE
1237290	Sciaphobus squalidus (Gyllenhal, 1834)	1237290	Sciaphobus squalidus (Gyllenhal, 1834)	13	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Curculionidae	4239	Sciaphobus	1237289	Sciaphobus squalidus	1237290	NE
2526530	Pleurotus ostreatus (Jacq.) P.Kumm.	2526530	Pleurotus ostreatus (Jacq.) P.Kumm.	22	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Pleurotaceae	4183	Pleurotus	2518610	Pleurotus ostreatus	2526530	NE
2792579	Ophrys L.	2792579	Ophrys L.	68	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Ophrys	2792579			NE
2795869	Cephalanthera longifolia (L.) Fritsch	2795869	Cephalanthera longifolia (L.) Fritsch	62	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Cephalanthera	2795844	Cephalanthera longifolia	2795869	NE
3039194	Parthenocissus quinquefolia (L.) Planch.	3039194	Parthenocissus quinquefolia (L.) Planch.	25	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Vitales	7222050	Vitaceae	6672	Parthenocissus	3039188	Parthenocissus quinquefolia	3039194	LC
3042254	Hesperis steveniana DC.	3042254	Hesperis steveniana DC.	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Hesperis	3042187	Hesperis steveniana	3042254	NE
3172099	Veronica austriaca L.	3172099	Veronica austriaca L.	10	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Veronica	3172047	Veronica austriaca	3172099	NE
3190382	Ruta graveolens L.	3190382	Ruta graveolens L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Rutaceae	2396	Ruta	3190380	Ruta graveolens	3190382	NE
4067172	Lappula squarrosa subsp. heteracantha (Ledeb.) Chater	7295606	Lappula heteracantha (Ledeb.) Gürke	1	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Boraginales	7226464	Boraginaceae	2498	Lappula	2925752	Lappula heteracantha	7295606	
4429275	Ectinus aterrimus (Linnaeus, 1760)	4429275	Ectinus aterrimus (Linnaeus, 1760)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Elateridae	7825	Ectinus	4405854	Ectinus aterrimus	4429275	NE
4492220	Tremex fuscicornis (Fabricius, 1787)	4492220	Tremex fuscicornis (Fabricius, 1787)	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Siricidae	7915	Tremex	1358460	Tremex fuscicornis	4492220	NE
5239982	Scleroderma citrinum Pers.	5239982	Scleroderma citrinum Pers.	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Sclerodermataceae	8453	Scleroderma	2524936	Scleroderma citrinum	5239982	NE
5274951	Polypodium vulgare L.	5274951	Polypodium vulgare L.	111	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Polypodiaceae	2368	Polypodium	2650111	Polypodium vulgare	5274951	NE
5354569	Chamaecytisus austriacus (L.) Link	5354569	Chamaecytisus austriacus (L.) Link	36	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Chamaecytisus	8090366	Chamaecytisus austriacus	5354569	NE
5373365	Rapistrum perenne (L.) All.	5373365	Rapistrum perenne (L.) All.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Rapistrum	8306649	Rapistrum perenne	5373365	NE
5742531	Panorpa vulgaris Imhoff & Labram, 1845	5742495	Panorpa communis Linnaeus, 1758	37	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Mecoptera	1000	Panorpidae	7925	Panorpa	1031814	Panorpa communis	5742495	NE
6411098	Lamium galeobdolon subsp. argentatum (Smejkal) J.Duvign.	6411098	Lamium galeobdolon subsp. argentatum (Smejkal) J.Duvign.	6	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Lamium	2926678	Lamium galeobdolon	2927324	
7190969	Ardea alba alba	7190969	Ardea alba alba	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ardea	2480922	Ardea alba	9752617	
7230699	Pinus nigra subsp. nigra	7230699	Pinus nigra subsp. nigra	6	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Pinus	2684241	Pinus nigra	5284809	LC
7249709	Graphis scripta (L.) Ach.	7249709	Graphis scripta (L.) Ach.	11	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Ostropales	1279	Graphidaceae	2176	Graphis	2602041	Graphis scripta	7249709	NE
7438612	Philanthus coronatus (Thunberg, 1784)	7438612	Philanthus coronatus (Thunberg, 1784)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Crabronidae	7906	Philanthus	1338932	Philanthus coronatus	7438612	NE
8035698	Anthemis cotula L.	8035698	Anthemis cotula L.	15	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Anthemis	3122476	Anthemis cotula	8035698	NE
8038701	Valeriana pratensis Dierb.	8038701	Valeriana pratensis Dierb.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Dipsacales	946	Caprifoliaceae	6710	Valeriana	2888741	Valeriana pratensis	8038701	NE
8118872	Galerina marginata (Batsch) Kühner	8118872	Galerina marginata (Batsch) Kühner	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Hymenogastraceae	3309302	Galerina	9570632	Galerina marginata	8118872	NE
8292351	Parahypopta caestrum Hübner, 1804	8292351	Parahypopta caestrum Hübner, 1804	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Cossidae	8840	Parahypopta	1730705	Parahypopta caestrum	8292351	NE
8401929	Lochmaea capreae (Linnaeus, 1758)	4461358	Lochmaea caprea (Linnaeus, 1758)	2	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Chrysomelidae	7780	Lochmaea	8869518	Lochmaea caprea	4461358	NE
9659748	Nothocricetulus Lebedev, Bannikova, Neumann, Ushakova, Ivanova & Surov, 2018	9659748	Nothocricetulus Lebedev, Bannikova, Neumann, Ushakova, Ivanova & Surov, 2018	4	GENUS	DOUBTFUL	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Nothocricetulus	9659748			
9752149	Phasianus colchicus Linnaeus, 1758	9752149	Phasianus colchicus Linnaeus, 1758	98	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Phasianus	2473738	Phasianus colchicus	9752149	LC
10242289	Lewinskya speciosa (Nees) F.Lara, Garilleti & Goffinet	2672760	Orthotrichum speciosum Nees, 1819	3	SPECIES	SYNONYM	Plantae	6	Bryophyta	35	Bryopsida	327	Orthotrichales	1341	Orthotrichaceae	4668	Orthotrichum	2672620	Orthotrichum speciosum	2672760	NE
10753511	Lepra albescens (Huds.) Hafellner	10753511	Lepra albescens (Huds.) Hafellner	4	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Pertusariales	1051	Pertusariaceae	4113	Lepra	6773940	Lepra albescens	10753511	NE
1086708	Sisyphus schaefferi (Linnaeus, 1758)	1086708	Sisyphus schaefferi (Linnaeus, 1758)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Scarabaeidae	5840	Sisyphus	1086707	Sisyphus schaefferi	1086708	NE
1460849	Nemoraea pellucida (Meigen, 1824)	1460849	Nemoraea pellucida (Meigen, 1824)	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Tachinidae	6918	Nemoraea	1460816	Nemoraea pellucida	1460849	NE
1470105	Carcelia rasella Baranov, 1931	1470105	Carcelia rasella Baranov, 1931	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Tachinidae	6918	Carcelia	1469821	Carcelia rasella	1470105	NE
1856289	Euplocamus anthracinalis (Scopoli, 1763)	1856289	Euplocamus anthracinalis (Scopoli, 1763)	12	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Tineidae	9412	Euplocamus	1856286	Euplocamus anthracinalis	1856289	NE
1959914	Plagodis dolabraria (Linnaeus, 1767)	1959914	Plagodis dolabraria (Linnaeus, 1767)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Plagodis	1959888	Plagodis dolabraria	1959914	NE
2150756	Pisaura Simon, 1885	2150756	Pisaura Simon, 1885	35	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Pisauridae	5641	Pisaura	2150756			NE
2196199	Belba corynopus (Hermann, 1804)	2196199	Belba corynopus (Hermann, 1804)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Sarcoptiformes	542	Damaeidae	9712	Belba	2196179	Belba corynopus	2196199	NE
2515420	Puccinia xanthii Schwein.	2515420	Puccinia xanthii Schwein.	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Pucciniomycetes	270	Pucciniales	1126	Pucciniaceae	3251	Puccinia	9533895	Puccinia xanthii	2515420	NE
2562487	Illosporiopsis christiansenii (B.L.Brady & D.Hawksw.) D.Hawksw.	2562487	Illosporiopsis christiansenii (B.L.Brady & D.Hawksw.) D.Hawksw.	3	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Sordariomycetes	320	Hypocreales	1290			Illosporiopsis	2562486	Illosporiopsis christiansenii	2562487	NE
2589438	Xanthoriicola physciae (Kalchbr.) D.Hawksw.	2589438	Xanthoriicola physciae (Kalchbr.) D.Hawksw.	2	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Dothideomycetes	183	Capnodiales	1262	Teratosphaeriaceae	4800	Xanthoriicola	2589437	Xanthoriicola physciae	2589438	NE
2925756	Lappula squarrosa (Retz.) Dumort.	2925756	Lappula squarrosa (Retz.) Dumort.	14	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Boraginales	7226464	Boraginaceae	2498	Lappula	2925752	Lappula squarrosa	2925756	NE
2927208	Mentha aquatica L.	2927208	Mentha aquatica L.	30	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Mentha	2927173	Mentha aquatica	2927208	LC
